transaction_id,supplier_id,transaction_date,contract_value_usd,currency,category,subcategory,department,contract_duration_months,tender_type,local_content_percentage,payment_terms,contract_start_date,contract_end_date,po_number,delivery_location,project_code,budget_code,approval_level,contract_status
TXN001292,SUP0437,2025-07-30,41897.94,USD,Legal Services,Fuel & Lubricants,Community Relations,3,Open Tender,98.4,Net 60,2025-07-30,2025-10-28,PO173985,Subika,PRJ4156,BUD831,VP,Active
TXN001293,SUP0129,2022-08-23,424078.75000000006,GHS,Civil Works,Mechanical Services,Mining Operations,3,Restricted Tender,98.8,Net 60,2022-08-23,2022-11-21,PO540073,Ahafo North,PRJ6183,BUD906,SVP,Completed
TXN001294,SUP0098,2018-07-02,1222477.625,GHS,Safety Equipment,Consulting Services,Mining Operations,1,Open Tender,30.4,Net 60,2018-07-02,2018-08-01,PO181290,,PRJ3041,BUD644,Manager,Completed
TXN001295,SUP0168,2025-05-05,54660.24,USD,Maintenance Services,Training Services,Mining Operations,24,Direct Award,94.1,Upon Delivery,2025-05-05,2027-04-25,PO169163,Subika,PRJ2457,BUD471,VP,Active
TXN001296,SUP0040,2016-02-17,420118.99,USD,Legal Services,Mechanical Services,Administration,3,Open Tender,33.8,Net 60,2016-02-17,2016-05-17,PO386939,Ahafo South,PRJ2604,BUD486,Director,Completed
TXN001297,SUP0065,2018-06-29,155067.57,USD,Environmental Services,Transportation & Logistics,Maintenance,1,Open Tender,79.0,Net 30,2018-06-29,2018-07-29,PO284267,Subika,PRJ9021,BUD197,VP,Completed
TXN001298,SUP0081,2025-09-17,4068641.25,USD,Fuel & Lubricants,Mechanical Services,Environmental,3,Open Tender,7.2,Net 90,2025-09-17,2025-12-16,PO678333,Subika,PRJ2623,BUD149,Director,Active
TXN001299,SUP0303,2017-02-18,650537.78,USD,Equipment Rental,Catering Services,Mining Operations,2,Open Tender,61.9,Net 60,2017-02-18,2017-04-19,PO461940,Accra Office,PRJ8812,BUD706,Director,Cancelled
TXN001300,SUP0114,2015-10-24,679395.36,USD,Training Services,Training Services,Maintenance,1,Open Tender,22.2,Net 60,2015-10-24,2015-11-23,PO789504,Ahafo North,PRJ3337,BUD487,VP,Completed
TXN001301,SUP0371,2011-03-10,23632.95,USD,Supplies & Materials,Laboratory Services,Maintenance,3,Restricted Tender,99.9,Net 90,2011-03-10,2011-06-08,PO841870,Ahafo North,PRJ7852,BUD823,SVP,Completed
TXN001302,SUP0292,2014-02-08,41064.26,USD,Transportation & Logistics,Consulting Services,Maintenance,2,Direct Award,99.6,Net 90,2014-02-08,2014-04-09,PO937255,Accra Office,PRJ9228,BUD393,VP,Completed
TXN001303,SUP0134,2019-08-06,125153.55,USD,Catering Services,Consulting Services,Mining Operations,24,Restricted Tender,81.8,Net 60,2019-08-06,2021-07-26,PO420012,Ahafo South,PRJ6007,BUD516,VP,Completed
TXN001304,SUP0437,2012-01-09,15186.23,USD,Legal Services,Fuel & Lubricants,Maintenance,36,Restricted Tender,98.0,Net 30,2012-01-09,2014-12-24,PO180418,Ahafo North,PRJ2534,BUD269,Manager,Completed
TXN001305,SUP0024,2011-11-24,107049.5,USD,Laboratory Services,Training Services,Administration,36,Open Tender,90.8,Net 90,2011-11-24,2014-11-08,PO681078,Accra Office,PRJ1175,BUD534,Director,Completed
TXN001306,SUP0078,2020-10-04,28390.97,USD,Environmental Services,Catering Services,Mining Operations,12,Open Tender,98.1,Net 30,2020-10-04,2021-09-29,PO525167,Ahafo South,PRJ4115,BUD951,Manager,Completed
TXN001307,SUP0311,2019-07-14,89178.15,USD,Fuel & Lubricants,Equipment Rental,Maintenance,3,Direct Award,66.4,Net 90,2019-07-14,2019-10-12,PO356089,Ahafo South,PRJ8350,BUD272,Director,Completed
TXN001308,SUP0397,2013-12-03,6931076.03,USD,Construction Services,Fuel & Lubricants,Mining Operations,1,Open Tender,11.9,Net 90,2013-12-03,2014-01-02,PO980184,Ahafo North,PRJ9416,BUD461,Manager,Completed
TXN001309,SUP0187,2019-06-25,9650191.5,GHS,Transportation & Logistics,Equipment Rental,Maintenance,2,Open Tender,20.4,Upon Delivery,2019-06-25,2019-08-24,PO278765,Subika,PRJ2855,BUD446,Director,Completed
TXN001310,SUP0232,2022-02-03,52076.37,USD,Training Services,Equipment Rental,Maintenance,1,Open Tender,48.1,Net 90,2022-02-03,2022-03-05,PO413710,Accra Office,PRJ5809,BUD371,Director,Completed
TXN001311,SUP0330,2010-01-19,172937.72,USD,Financial Services,Legal Services,Mining Operations,36,Open Tender,70.1,Upon Delivery,2010-01-19,2013-01-03,PO328026,Subika,PRJ9446,BUD945,Manager,Completed
TXN001312,SUP0471,2020-05-21,43544.35,USD,Supplies & Materials,IT Services,Community Relations,3,Direct Award,97.0,Upon Delivery,2020-05-21,2020-08-19,PO160289,Subika,PRJ1096,BUD730,SVP,Cancelled
TXN001313,SUP0144,2017-05-15,112661.29,USD,Accounting Services,Safety Equipment,Mining Operations,6,Open Tender,81.9,Net 90,2017-05-15,2017-11-11,PO212369,Ahafo South,PRJ6729,BUD839,Director,Completed
TXN001314,SUP0014,2019-01-07,127239.91,USD,Fuel & Lubricants,Laboratory Services,Administration,2,Open Tender,71.5,Net 30,2019-01-07,2019-03-08,PO206260,Accra Office,PRJ9061,BUD302,Manager,Completed
TXN001315,SUP0499,2021-11-13,3390013.82,USD,Accounting Services,Office Supplies,Mining Operations,24,Open Tender,1.7,Net 60,2021-11-13,2023-11-03,PO530670,Ahafo South,PRJ8985,BUD107,Director,Completed
TXN001316,SUP0495,2024-09-23,255253.45,USD,Laboratory Services,Laboratory Services,Maintenance,6,Restricted Tender,56.7,Net 60,2024-09-23,2025-03-22,PO593563,Accra Office,PRJ7132,BUD406,VP,Completed
TXN001317,SUP0380,2019-08-10,79036.23,USD,Supplies & Materials,Construction Services,Mining Operations,1,Open Tender,70.8,Net 90,2019-08-10,2019-09-09,PO213974,Accra Office,PRJ8198,BUD265,Director,Completed
TXN001318,SUP0345,2017-12-07,61170.66,USD,Transportation & Logistics,Equipment Rental,Mining Operations,3,Restricted Tender,76.6,Upon Delivery,2017-12-07,2018-03-07,PO106092,Subika,PRJ4251,BUD213,Director,Cancelled
TXN001319,SUP0235,2016-05-22,720869.375,GHS,Maintenance Services,Environmental Services,Community Relations,1,Direct Award,85.6,Net 60,2016-05-22,2016-06-21,PO513711,Accra Office,PRJ6426,BUD132,Director,Completed
TXN001320,SUP0172,2024-12-10,26119.52,USD,Fuel & Lubricants,Supplies & Materials,Environmental,1,Open Tender,98.2,Upon Delivery,2024-12-10,2025-01-09,PO797557,Subika,PRJ2946,BUD531,SVP,Completed
TXN001321,SUP0373,2022-05-04,28882.08,USD,Maintenance Services,Civil Works,Mining Operations,12,Open Tender,95.5,Net 60,2022-05-04,2023-04-29,PO440669,Accra Office,PRJ9222,BUD843,SVP,Completed
TXN001322,SUP0138,2012-12-12,50646.02,USD,Safety Equipment,Equipment Parts,Community Relations,1,Restricted Tender,31.1,Net 30,2012-12-12,2013-01-11,PO931219,Ahafo South,PRJ3066,BUD259,VP,Completed
TXN001323,SUP0060,2021-03-20,141714.84,USD,Consulting Services,Waste Management,Maintenance,1,Open Tender,79.0,Net 60,2021-03-20,2021-04-19,,Subika,PRJ8039,BUD711,Manager,Cancelled
TXN001324,SUP0286,2019-09-29,36125.35,USD,Environmental Services,Office Supplies,Environmental,12,Restricted Tender,98.1,Net 90,2019-09-29,2020-09-23,PO395932,Accra Office,PRJ2353,BUD879,SVP,Completed
TXN001325,SUP0066,2015-07-23,236561.54,USD,Transportation & Logistics,Construction Services,Security,3,Open Tender,51.9,Net 60,2015-07-23,2015-10-21,PO864672,Ahafo North,PRJ5087,BUD387,Manager,Completed
TXN001326,SUP0435,2015-11-29,12514.21,USD,Civil Works,Financial Services,Community Relations,3,Direct Award,99.4,Net 60,2015-11-29,2016-02-27,,Accra Office,PRJ4250,BUD585,Manager,Completed
TXN001327,SUP0112,2025-09-22,492965.94,USD,Equipment Rental,Civil Works,Community Relations,3,Open Tender,73.5,Net 60,2025-09-22,2025-12-21,,Ahafo North,PRJ4758,BUD223,Director,Active
TXN001328,SUP0366,2019-01-01,469217.53,USD,Equipment Rental,Laboratory Services,Maintenance,1,Open Tender,72.4,Net 90,2019-01-01,2019-01-31,PO301512,Ahafo North,PRJ7984,BUD118,Director,Completed
TXN001329,SUP0344,2012-01-15,210743.87,USD,Equipment Parts,Financial Services,Maintenance,1,Open Tender,57.2,Upon Delivery,2012-01-15,2012-02-14,PO527082,Subika,PRJ4791,BUD327,VP,Completed
TXN001330,SUP0282,2019-07-23,147735.96,USD,Environmental Services,IT Services,Mining Operations,12,Open Tender,75.9,Net 30,2019-07-23,2020-07-17,PO634630,Accra Office,PRJ1846,BUD411,Manager,Completed
TXN001331,SUP0331,2016-01-15,93349.71,USD,Transportation & Logistics,Waste Management,Security,2,Restricted Tender,77.2,Net 90,2016-01-15,2016-03-15,PO468075,Accra Office,PRJ5046,BUD427,Manager,Completed
TXN001332,SUP0461,2014-01-28,38649.79,USD,Safety Equipment,Office Supplies,Maintenance,1,Open Tender,96.3,Net 30,2014-01-28,2014-02-27,PO154662,Subika,PRJ4473,BUD392,SVP,Completed
TXN001333,SUP0244,2016-04-14,22122.81,USD,Civil Works,Equipment Parts,Mining Operations,3,Direct Award,84.1,Net 30,2016-04-14,2016-07-13,PO551839,Ahafo North,PRJ5133,BUD603,VP,Completed
TXN001334,SUP0075,2017-07-01,690444.0,USD,Accounting Services,Security Services,Security,6,Restricted Tender,27.7,Net 30,2017-07-01,2017-12-28,PO201593,Ahafo South,PRJ3134,BUD439,VP,Completed
TXN001335,SUP0397,2018-02-08,10435111.66,USD,Construction Services,Fuel & Lubricants,Mining Operations,36,Open Tender,8.8,Net 90,2018-02-08,2021-01-23,PO349825,Subika,PRJ4441,BUD698,SVP,Completed
TXN001336,SUP0209,2011-12-16,41144.32,USD,Fuel & Lubricants,Environmental Services,Mining Operations,1,Open Tender,98.4,Net 60,2011-12-16,2012-01-15,PO760140,Ahafo South,PRJ1672,BUD700,Director,Completed
TXN001337,SUP0135,2014-04-30,144645.7,USD,Supplies & Materials,Safety Equipment,Mining Operations,3,Open Tender,1.6,Upon Delivery,2014-04-30,2014-07-29,PO203428,Ahafo South,PRJ9955,BUD733,VP,Completed
TXN001338,SUP0152,2016-10-05,1430195.125,GHS,Medical Services,Office Supplies,Maintenance,36,Open Tender,77.5,Upon Delivery,2016-10-05,2019-09-20,PO897953,Ahafo North,PRJ9741,BUD838,Director,Completed
TXN001339,SUP0016,2010-12-25,127788.06,USD,Transportation & Logistics,Consulting Services,Community Relations,1,Open Tender,84.4,Net 60,2010-12-25,2011-01-24,PO538527,Subika,PRJ6690,BUD474,SVP,Completed
TXN001340,SUP0354,2024-02-16,141306.36,USD,Legal Services,Waste Management,Mining Operations,36,Open Tender,84.4,Net 30,2024-02-16,2027-01-31,PO557311,Ahafo South,PRJ8910,BUD529,Manager,Active
TXN001341,SUP0178,2013-09-29,97765.17,USD,Supplies & Materials,Consulting Services,Mining Operations,3,Restricted Tender,78.3,Net 90,2013-09-29,2013-12-28,PO830549,Ahafo North,PRJ5745,BUD146,Manager,Cancelled
TXN001342,SUP0165,2025-07-24,16341.61,USD,Office Supplies,Transportation & Logistics,Environmental,1,Direct Award,96.1,Upon Delivery,2025-07-24,2025-08-23,PO619072,Ahafo South,PRJ3711,BUD548,SVP,Completed
TXN001343,SUP0064,2022-08-13,116875.18,USD,Accounting Services,Training Services,Maintenance,12,Restricted Tender,92.6,Upon Delivery,2022-08-13,2023-08-08,PO736714,Subika,PRJ4390,BUD288,Manager,Completed
TXN001344,SUP0431,2013-08-03,45565.03,USD,Environmental Services,Laboratory Services,Community Relations,24,Restricted Tender,99.1,Net 60,2013-08-03,2015-07-24,PO720875,Ahafo South,PRJ9401,BUD566,VP,Completed
TXN001345,SUP0461,2016-10-21,13302.87,USD,Safety Equipment,Office Supplies,Security,1,Direct Award,96.9,Net 90,2016-10-21,2016-11-20,PO842658,Subika,PRJ2951,BUD275,Director,Completed
TXN001346,SUP0409,2011-01-09,4863827.91,USD,Financial Services,Environmental Services,Mining Operations,24,Open Tender,2.9,Net 60,2011-01-09,2012-12-29,PO406019,Ahafo South,PRJ3427,BUD384,Director,Completed
TXN001347,SUP0260,2016-01-25,29874.22,USD,Electrical Services,Mechanical Services,Mining Operations,1,Open Tender,99.9,Net 60,2016-01-25,2016-02-24,PO963408,Ahafo North,PRJ9758,BUD218,Manager,Completed
TXN001348,SUP0129,2024-07-19,10855.75,USD,Civil Works,Mechanical Services,Mining Operations,2,Restricted Tender,96.9,Net 90,2024-07-19,2024-09-17,PO440327,Ahafo South,PRJ9999,BUD370,Director,Completed
TXN001349,SUP0045,2019-02-28,125897.08,USD,Laboratory Services,Safety Equipment,Environmental,24,Open Tender,93.0,Net 90,2019-02-28,2021-02-17,PO440404,Ahafo South,PRJ1170,BUD943,VP,Completed
TXN001350,SUP0268,2014-12-02,1122717.8168765085,USD,Electrical Services,Fuel & Lubricants,Mining Operations,36,Open Tender,13.0,Net 90,2014-12-02,2017-11-16,PO285320,Subika,PRJ1256,BUD650,Manager,Completed
TXN001351,SUP0417,2025-06-08,126346.38,USD,Construction Services,Safety Equipment,Security,12,Open Tender,86.4,Net 90,2025-06-08,2026-06-03,PO756649,Ahafo North,PRJ8244,BUD325,VP,Active
TXN001352,SUP0368,2016-01-11,3888829.02,USD,Maintenance Services,Office Supplies,Mining Operations,3,Open Tender,6.0,Upon Delivery,2016-01-11,2016-04-10,PO263201,Accra Office,PRJ4796,BUD847,SVP,Completed
TXN001353,SUP0488,2018-04-08,64431.11,USD,Legal Services,Supplies & Materials,Community Relations,3,Direct Award,81.2,Upon Delivery,2018-04-08,2018-07-07,PO198242,,PRJ3973,BUD570,Director,Completed
TXN001354,SUP0176,2013-12-13,50565.67,USD,Security Services,Civil Works,Mining Operations,3,Direct Award,70.0,Upon Delivery,2013-12-13,2014-03-13,PO864915,Ahafo North,PRJ5621,BUD121,VP,Completed
TXN001355,SUP0015,2013-08-27,85979.12,USD,Electrical Services,Environmental Services,Mining Operations,3,Direct Award,90.7,Upon Delivery,2013-08-27,2013-11-25,PO820756,Ahafo North,PRJ2137,BUD246,Manager,Completed
TXN001356,SUP0338,2019-07-26,882731.28,USD,Training Services,Maintenance Services,Mining Operations,3,Open Tender,26.2,Upon Delivery,2019-07-26,2019-10-24,PO776456,Accra Office,PRJ2642,BUD841,Director,Completed
TXN001357,SUP0077,2010-04-07,230033.11,USD,Consulting Services,Consulting Services,Community Relations,24,Open Tender,26.2,Net 30,2010-04-07,2012-03-27,PO496230,Accra Office,PRJ1339,BUD212,Manager,Completed
TXN001358,SUP0114,2024-06-15,870369.88,USD,Training Services,Training Services,Maintenance,1,Open Tender,21.4,Net 60,2024-06-15,2024-07-15,PO360406,Ahafo South,PRJ5385,BUD246,Manager,Completed
TXN001359,SUP0318,2010-03-18,90253.98,USD,Equipment Rental,Transportation & Logistics,Mining Operations,1,Restricted Tender,86.7,Net 90,2010-03-18,2010-04-17,PO994141,Ahafo South,PRJ4314,BUD242,SVP,Completed
TXN001360,SUP0366,2022-08-16,130741.83,USD,Equipment Rental,Laboratory Services,Community Relations,2,Open Tender,90.2,Net 60,2022-08-16,2022-10-15,PO422316,Subika,PRJ8846,BUD258,Director,Completed
TXN001361,SUP0284,2011-04-03,487986.75,GHS,Legal Services,Office Supplies,Administration,24,Direct Award,95.6,Net 90,2011-04-03,2013-03-23,PO757966,Ahafo South,PRJ1347,BUD944,Manager,Completed
TXN001362,SUP0290,2012-04-22,189057.88,USD,Training Services,Fuel & Lubricants,Environmental,24,Open Tender,41.4,Net 90,2012-04-22,2014-04-12,PO207548,Accra Office,PRJ3323,BUD101,Director,Completed
TXN001363,SUP0003,2010-07-16,658702.58,USD,Office Supplies,Mechanical Services,Community Relations,1,Open Tender,18.9,Upon Delivery,2010-07-16,2010-08-15,PO504103,Ahafo North,PRJ6788,BUD771,VP,Completed
TXN001364,SUP0026,2015-01-25,919610.6,USD,Equipment Parts,Security Services,Maintenance,3,Restricted Tender,30.1,Upon Delivery,2015-01-25,2015-04-25,PO820126,Ahafo South,PRJ9057,BUD273,Manager,Completed
TXN001365,SUP0131,2015-01-14,211288.38,USD,Office Supplies,Fuel & Lubricants,Administration,1,Open Tender,61.9,Net 90,2015-01-14,2015-02-13,PO474664,Ahafo South,PRJ6467,BUD221,VP,Completed
TXN001366,SUP0401,2011-11-26,41217.28,USD,Accounting Services,IT Services,Environmental,1,Restricted Tender,95.3,Net 60,2011-11-26,2011-12-26,PO286717,Accra Office,PRJ9691,BUD442,Director,Completed
TXN001367,SUP0462,2025-03-28,328197.98,USD,Safety Equipment,Supplies & Materials,Mining Operations,2,Open Tender,29.3,Net 60,2025-03-28,2025-05-27,PO799686,Subika,PRJ5702,BUD456,Manager,Completed
TXN001368,SUP0259,2016-01-30,1277247.86,USD,Equipment Rental,Financial Services,Mining Operations,2,Open Tender,52.3,Net 90,2016-01-30,2016-03-30,PO378293,Ahafo South,PRJ1035,BUD982,Director,Completed
TXN001369,SUP0235,2024-09-16,121696.18,USD,Maintenance Services,Environmental Services,Security,3,Open Tender,91.6,Net 90,2024-09-16,2024-12-15,PO254958,Accra Office,PRJ8318,BUD838,SVP,Completed
TXN001370,SUP0394,2011-07-06,2450977.67,USD,Equipment Parts,Equipment Parts,Mining Operations,1,Open Tender,31.8,Upon Delivery,2011-07-06,2011-08-05,PO862008,Subika,PRJ3370,BUD192,VP,Completed
TXN001371,SUP0238,2012-11-10,16671.52,USD,Financial Services,Legal Services,Mining Operations,3,Direct Award,96.9,Upon Delivery,2012-11-10,2013-02-08,PO469737,Subika,PRJ9097,BUD534,SVP,Completed
TXN001372,SUP0289,2025-07-21,624211.375,GHS,Civil Works,Office Supplies,Administration,2,Open Tender,89.0,Net 90,2025-07-21,2025-09-19,PO244935,Ahafo North,PRJ7278,BUD528,SVP,Completed
TXN001373,SUP0457,2022-01-31,48986.25,USD,Financial Services,Transportation & Logistics,Maintenance,24,Restricted Tender,96.6,Upon Delivery,2022-01-31,2024-01-21,PO658339,Ahafo North,PRJ7301,BUD185,SVP,Cancelled
TXN001374,SUP0417,2021-10-26,485275.13,USD,Construction Services,Safety Equipment,Maintenance,24,Open Tender,93.1,Net 60,2021-10-26,2023-10-16,PO837246,Ahafo South,PRJ4853,BUD470,Manager,Completed
TXN001375,SUP0273,2014-07-24,279284.02,USD,Mechanical Services,Construction Services,Mining Operations,1,Open Tender,1.8,Net 90,2014-07-24,2014-08-23,PO685498,Accra Office,PRJ3188,BUD212,Manager,Completed
TXN001376,SUP0371,2017-11-01,49407.57,USD,Supplies & Materials,Laboratory Services,Administration,2,Restricted Tender,95.3,Net 60,2017-11-01,2017-12-31,PO409012,Accra Office,PRJ3361,BUD955,SVP,Completed
TXN001377,SUP0284,2015-06-10,38508.0,USD,Legal Services,Office Supplies,Maintenance,3,Direct Award,98.6,Net 60,2015-06-10,2015-09-08,PO158579,Ahafo North,PRJ2920,BUD812,Director,Completed
TXN001378,SUP0318,2018-06-20,429204.34,USD,Equipment Rental,Transportation & Logistics,Security,3,Open Tender,87.2,Net 30,2018-06-20,2018-09-18,PO829937,Accra Office,PRJ7089,BUD155,Manager,Completed
TXN001379,SUP0254,2024-11-12,319459.9,USD,Equipment Rental,Legal Services,Mining Operations,3,Open Tender,85.9,Net 30,2024-11-12,2025-02-10,PO599988,Ahafo North,PRJ1494,BUD250,VP,Completed
TXN001380,SUP0183,2013-03-03,2816797.91,USD,Training Services,Safety Equipment,Community Relations,1,Open Tender,14.3,Net 60,2013-03-03,2013-04-02,PO180808,Ahafo South,PRJ7823,BUD253,Director,Completed
TXN001381,SUP0473,2020-07-15,9794.07,USD,Electrical Services,Consulting Services,Environmental,36,Restricted Tender,96.6,Net 60,2020-07-15,2023-06-30,PO884447,Subika,PRJ8703,BUD521,VP,Completed
TXN001382,SUP0157,2019-12-17,736996.89,USD,Catering Services,Legal Services,Maintenance,36,Restricted Tender,37.4,Net 30,2019-12-17,2022-12-01,PO400699,Ahafo South,PRJ3554,BUD161,Manager,Completed
TXN001383,SUP0494,2023-07-21,159130.82,USD,Office Supplies,Consulting Services,Administration,1,Open Tender,71.8,Net 60,2023-07-21,2023-08-20,PO111395,Accra Office,PRJ7940,BUD796,SVP,Completed
TXN001384,SUP0228,2022-06-06,109877.06,USD,Security Services,Civil Works,Community Relations,36,Restricted Tender,78.0,Net 90,2022-06-06,2025-05-21,PO699853,Subika,PRJ4724,BUD533,Director,Cancelled
TXN001385,SUP0037,2016-02-05,97527.78,USD,Transportation & Logistics,Training Services,Maintenance,1,Restricted Tender,80.1,Upon Delivery,2016-02-05,2016-03-06,PO231211,Ahafo North,PRJ7560,BUD733,Manager,Completed
TXN001386,SUP0334,2014-11-29,502763.5,GHS,IT Services,Transportation & Logistics,Security,12,Restricted Tender,97.3,Net 60,2014-11-29,2015-11-24,PO962458,Ahafo South,PRJ8674,BUD588,VP,Completed
TXN001387,SUP0336,2024-08-21,38286.99,USD,Laboratory Services,Training Services,Environmental,36,Restricted Tender,95.7,Upon Delivery,2024-08-21,2027-08-06,PO967438,Accra Office,PRJ3700,BUD155,VP,Active
TXN001388,SUP0209,2024-07-03,39273.36,USD,Fuel & Lubricants,Environmental Services,Mining Operations,2,Open Tender,98.7,Net 60,2024-07-03,2024-09-01,PO383031,Ahafo South,PRJ2710,BUD179,VP,Completed
TXN001389,SUP0237,2023-07-13,71023.59,USD,Equipment Parts,Office Supplies,Mining Operations,2,Direct Award,85.4,Net 30,2023-07-13,2023-09-11,PO351165,Subika,PRJ3666,BUD654,Manager,Completed
TXN001390,SUP0190,2011-06-20,1680662.875,GHS,Fuel & Lubricants,Accounting Services,Mining Operations,1,Restricted Tender,72.0,Net 30,2011-06-20,2011-07-20,PO893270,Subika,PRJ4075,BUD664,Director,Completed
TXN001391,SUP0411,2024-04-26,97080.46,USD,Waste Management,Civil Works,Mining Operations,1,Open Tender,87.8,Net 60,2024-04-26,2024-05-26,PO382243,Ahafo South,PRJ1735,BUD677,SVP,Completed
TXN001392,SUP0174,2011-01-10,388356.76,USD,Construction Services,Laboratory Services,Community Relations,1,Open Tender,88.3,Net 90,2011-01-10,2011-02-09,,Subika,PRJ1138,BUD465,VP,Completed
TXN001393,SUP0191,2018-12-06,11731.82,USD,Training Services,Laboratory Services,Maintenance,24,Restricted Tender,96.0,Net 60,2018-12-06,2020-11-25,PO429748,Accra Office,PRJ6830,BUD232,Manager,Completed
