performance_id,supplier_id,year,quarter,assessment_date,delivery_performance_pct,quality_score,cost_competitiveness_score,safety_compliance_score,contract_compliance_pct,innovation_score,capacity_utilization_pct,overall_score,improvement_recommendations,contract_renewals_eligible,assessed_by
PERF005175,SUP0128,2019,2,2019-06-01,100.0,8.8,8.3,8.8,87.7,6.2,100.0,8.0,Minor process improvements needed,Yes,Assessor_16
PERF005176,SUP0128,2019,3,2019-09-01,100.0,9.3,9.6,8.2,97.8,7.7,93.0,8.7,Minor process improvements needed,Yes,Assessor_12
PERF005177,SUP0128,2019,4,2019-12-01,100.0,9.2,8.7,8.2,100.0,6.1,84.0,8.1,Minor process improvements needed,Yes,Assessor_11
PERF005178,SUP0128,2020,1,2020-03-01,100.0,9.6,9.0,9.1,100.0,5.0,100.0,8.2,Minor process improvements needed,Yes,Assessor_12
PERF005179,SUP0128,2020,2,2020-06-01,100.0,9.1,8.2,8.4,100.0,8.8,97.7,8.7,Minor process improvements needed,Yes,Assessor_14
PERF005180,SUP0128,2020,3,2020-09-01,100.0,9.7,7.7,9.3,91.8,7.2,92.9,8.5,Minor process improvements needed,Yes,Assessor_15
PERF005181,SUP0128,2020,4,2020-12-01,100.0,9.5,7.9,8.6,100.0,8.0,93.9,8.5,Minor process improvements needed,Yes,Assessor_18
PERF005182,SUP0128,2021,1,2021-03-01,100.0,9.7,7.2,8.8,89.6,7.6,97.9,8.3,Minor process improvements needed,Yes,Assessor_06
PERF005183,SUP0128,2021,2,2021-06-01,100.0,9.3,8.5,9.6,98.9,6.8,100.0,8.6,Minor process improvements needed,Yes,Assessor_12
PERF005184,SUP0128,2021,3,2021-09-01,100.0,9.2,7.8,8.7,100.0,6.4,93.5,8.0,Minor process improvements needed,Yes,Assessor_03
PERF005185,SUP0128,2021,4,2021-12-01,100.0,10.0,7.8,9.4,73.7,7.0,90.0,8.6,Minor process improvements needed,Yes,Assessor_06
PERF005186,SUP0128,2022,1,2022-03-01,100.0,9.9,8.7,9.5,100.0,7.5,88.7,8.9,Minor process improvements needed,Yes,Assessor_04
PERF005187,SUP0128,2022,2,2022-06-01,100.0,9.6,7.2,10.0,100.0,6.7,92.4,8.4,Minor process improvements needed,Yes,Assessor_10
PERF005188,SUP0128,2022,3,2022-09-01,95.8,9.8,8.8,8.2,92.3,6.0,94.8,8.2,Minor process improvements needed,Yes,Assessor_14
PERF005189,SUP0128,2022,4,2022-12-01,100.0,9.7,8.4,9.1,98.0,8.2,100.0,8.9,Minor process improvements needed,Yes,Assessor_08
PERF005190,SUP0128,2023,1,2023-03-01,100.0,9.3,8.4,8.2,85.6,6.1,100.0,8.0,Minor process improvements needed,Yes,Assessor_13
PERF005191,SUP0128,2023,2,2023-06-01,100.0,10.0,8.9,10.0,100.0,8.5,100.0,9.4,None - Excellent Performance,Yes,Assessor_06
PERF005192,SUP0128,2023,3,2023-09-01,100.0,9.4,9.2,9.0,85.6,7.5,100.0,8.8,Minor process improvements needed,Yes,Assessor_16
PERF005193,SUP0128,2023,4,2023-12-01,100.0,8.5,9.0,9.1,95.4,4.0,99.9,7.6,Focus on delivery timelines,Under Review,Assessor_07
PERF005194,SUP0128,2024,1,2024-03-01,100.0,9.0,9.0,8.6,98.9,7.8,100.0,8.6,Minor process improvements needed,Yes,Assessor_19
PERF005195,SUP0128,2024,2,2024-06-01,100.0,9.8,8.5,8.4,89.7,7.1,86.3,8.4,Minor process improvements needed,Yes,Assessor_14
PERF005196,SUP0128,2024,3,2024-09-01,99.0,9.5,7.9,8.3,100.0,3.1,86.9,7.2,Focus on delivery timelines,Under Review,Assessor_04
PERF005197,SUP0128,2024,4,2024-12-01,100.0,8.9,7.4,8.5,88.0,7.1,81.4,8.0,Focus on delivery timelines,Under Review,Assessor_06
PERF005198,SUP0128,2025,1,2025-03-01,100.0,9.4,8.6,8.4,97.5,5.3,100.0,7.9,Focus on delivery timelines,Under Review,Assessor_10
PERF005199,SUP0128,2025,2,2025-06-01,100.0,9.3,7.6,8.6,100.0,8.5,96.7,8.5,Minor process improvements needed,Yes,Assessor_03
PERF005200,SUP0128,2025,3,2025-09-01,100.0,10.0,7.6,9.7,100.0,7.3,83.6,8.7,Minor process improvements needed,Yes,Assessor_11
PERF005201,SUP0129,2010,1,2010-03-01,82.4,7.4,7.0,7.4,72.1,7.8,99.9,7.4,Focus on delivery timelines,Under Review,Assessor_09
PERF005202,SUP0129,2010,2,2010-06-01,82.2,6.6,6.5,6.5,82.1,5.6,95.2,6.3,Enhance quality controls,Under Review,Assessor_17
PERF005203,SUP0129,2010,3,2010-09-01,88.4,6.7,7.0,7.4,78.6,5.7,90.8,6.7,Enhance quality controls,Under Review,Assessor_07
PERF005204,SUP0129,2010,4,2010-12-01,77.4,6.2,6.9,6.5,68.0,7.7,66.8,6.8,Enhance quality controls,Under Review,Assessor_19
PERF005205,SUP0129,2011,1,2011-03-01,83.9,7.0,6.4,7.0,57.6,4.7,93.9,6.3,Enhance quality controls,Under Review,Assessor_15
PERF005206,SUP0129,2011,2,2011-06-01,81.0,6.9,7.0,6.5,77.8,5.9,82.7,6.6,Enhance quality controls,Under Review,Assessor_12
PERF005207,SUP0129,2011,3,2011-09-01,72.0,6.5,7.2,6.6,69.9,7.2,100.0,6.9,Enhance quality controls,Under Review,Assessor_19
PERF005208,SUP0129,2011,4,2011-12-01,90.1,6.6,6.9,6.8,81.1,4.0,81.3,6.1,Enhance quality controls,Under Review,Assessor_02
PERF005209,SUP0129,2012,1,2012-03-01,76.3,6.7,7.2,7.2,66.7,4.6,79.4,6.4,Enhance quality controls,Under Review,Assessor_08
PERF005210,SUP0129,2012,2,2012-06-01,71.8,7.4,5.3,6.8,84.5,7.2,72.8,6.7,Enhance quality controls,Under Review,Assessor_17
PERF005211,SUP0129,2012,3,2012-09-01,80.2,6.7,7.4,7.2,74.7,6.9,98.1,7.1,Focus on delivery timelines,Under Review,Assessor_01
PERF005212,SUP0129,2012,4,2012-12-01,85.1,6.8,6.3,6.4,72.7,4.6,88.3,6.0,Enhance quality controls,Under Review,Assessor_09
PERF005213,SUP0129,2013,1,2013-03-01,80.5,7.3,6.0,8.2,67.8,3.4,100.0,6.2,Enhance quality controls,Under Review,Assessor_11
PERF005214,SUP0129,2013,2,2013-06-01,81.8,6.7,7.4,6.7,70.8,4.9,79.3,6.4,Enhance quality controls,Under Review,Assessor_06
PERF005215,SUP0129,2013,3,2013-09-01,85.1,6.8,6.2,7.4,84.6,6.6,79.3,6.7,Enhance quality controls,Under Review,Assessor_18
PERF005216,SUP0129,2013,4,2013-12-01,89.1,5.6,5.7,7.6,72.0,6.6,87.4,6.4,Enhance quality controls,Under Review,Assessor_03
PERF005217,SUP0129,2014,1,2014-03-01,83.4,6.6,7.6,6.9,70.2,5.5,87.8,6.6,Enhance quality controls,Under Review,Assessor_12
PERF005218,SUP0129,2014,2,2014-06-01,81.2,7.3,7.4,7.6,83.9,6.7,85.7,7.3,Focus on delivery timelines,Under Review,Assessor_15
PERF005219,SUP0129,2014,3,2014-09-01,86.1,6.9,7.1,6.4,79.0,6.2,89.6,6.7,Enhance quality controls,Under Review,Assessor_19
PERF005220,SUP0129,2014,4,2014-12-01,85.7,6.2,5.5,6.5,71.4,5.7,100.0,6.0,Comprehensive improvement plan required,No,Assessor_18
PERF005221,SUP0129,2015,1,2015-03-01,80.1,7.4,7.3,7.4,76.7,4.9,91.6,6.7,Enhance quality controls,Under Review,Assessor_03
PERF005222,SUP0129,2015,2,2015-06-01,72.1,6.8,7.6,6.7,75.5,4.4,83.7,6.4,Enhance quality controls,Under Review,Assessor_12
PERF005223,SUP0129,2015,3,2015-09-01,88.6,6.5,6.9,6.7,81.5,5.7,96.5,6.5,Enhance quality controls,Under Review,Assessor_06
PERF005224,SUP0129,2015,4,2015-12-01,81.4,6.5,7.8,7.5,77.1,7.0,97.4,7.2,Focus on delivery timelines,Under Review,Assessor_11
PERF005225,SUP0129,2016,1,2016-03-01,85.6,7.7,7.8,6.5,71.9,7.4,67.0,7.4,Focus on delivery timelines,Under Review,Assessor_11
PERF005226,SUP0129,2016,2,2016-06-01,79.2,6.7,5.9,8.2,78.0,3.6,86.8,6.1,Enhance quality controls,Under Review,Assessor_01
PERF005227,SUP0129,2016,3,2016-09-01,88.3,7.8,6.8,7.0,84.9,5.4,88.3,6.8,Enhance quality controls,Under Review,Assessor_06
PERF005228,SUP0129,2016,4,2016-12-01,83.1,7.0,5.3,6.6,69.2,3.0,93.3,5.5,Comprehensive improvement plan required,No,Assessor_11
PERF005229,SUP0129,2017,1,2017-03-01,85.9,7.8,4.6,5.9,86.3,5.2,82.4,5.9,Comprehensive improvement plan required,No,Assessor_01
PERF005230,SUP0129,2017,2,2017-06-01,85.1,7.3,6.8,6.3,79.8,4.6,72.8,6.2,Enhance quality controls,Under Review,Assessor_15
PERF005231,SUP0129,2017,3,2017-09-01,85.1,7.5,6.1,7.2,71.8,5.5,93.3,6.6,Enhance quality controls,Under Review,Assessor_15
PERF005232,SUP0129,2017,4,2017-12-01,85.1,7.1,5.8,6.3,78.7,5.9,97.6,6.3,Enhance quality controls,Under Review,Assessor_14
PERF005233,SUP0129,2018,1,2018-03-01,86.7,7.3,7.0,6.4,82.0,6.8,86.4,6.9,Enhance quality controls,Under Review,Assessor_15
PERF005234,SUP0129,2018,2,2018-06-01,84.6,7.1,8.0,6.2,73.0,6.4,72.0,6.9,Enhance quality controls,Under Review,Assessor_03
PERF005235,SUP0129,2018,3,2018-09-01,78.0,7.2,6.5,6.2,84.1,5.2,87.2,6.3,Enhance quality controls,Under Review,Assessor_16
PERF005236,SUP0129,2018,4,2018-12-01,87.2,7.9,7.3,6.7,78.4,7.1,94.1,7.3,Focus on delivery timelines,Under Review,Assessor_14
PERF005237,SUP0129,2019,1,2019-03-01,75.6,7.5,5.3,7.3,76.0,5.6,81.6,6.4,Enhance quality controls,Under Review,Assessor_04
PERF005238,SUP0129,2019,2,2019-06-01,76.9,7.6,6.3,6.7,74.6,4.9,97.2,6.4,Enhance quality controls,Under Review,Assessor_05
PERF005239,SUP0129,2019,3,2019-09-01,91.2,7.8,7.2,7.6,68.3,3.4,95.2,6.5,Enhance quality controls,Under Review,Assessor_01
PERF005240,SUP0129,2019,4,2019-12-01,90.4,9.2,6.6,7.1,72.2,3.4,90.3,6.6,Enhance quality controls,Under Review,Assessor_01
PERF005241,SUP0129,2020,1,2020-03-01,82.1,7.5,6.3,5.8,72.8,5.0,68.6,6.2,Enhance quality controls,Under Review,Assessor_12
PERF005242,SUP0129,2020,2,2020-06-01,89.0,7.6,7.5,7.8,68.7,5.9,100.0,7.2,Focus on delivery timelines,Under Review,Assessor_06
PERF005243,SUP0129,2020,3,2020-09-01,77.4,7.6,6.6,6.6,76.1,6.1,89.6,6.7,Enhance quality controls,Under Review,Assessor_07
PERF005244,SUP0129,2020,4,2020-12-01,88.7,8.8,7.5,7.0,79.0,6.7,85.7,7.5,Focus on delivery timelines,Under Review,Assessor_18
PERF005245,SUP0129,2021,1,2021-03-01,87.7,7.7,6.4,6.9,78.5,4.6,58.1,6.4,Enhance quality controls,Under Review,Assessor_15
PERF005246,SUP0129,2021,2,2021-06-01,84.2,7.9,5.4,7.3,73.0,3.1,97.8,5.9,Comprehensive improvement plan required,No,Assessor_17
PERF005247,SUP0129,2021,3,2021-09-01,74.3,7.7,6.3,7.0,76.1,6.0,86.7,6.7,Enhance quality controls,Under Review,Assessor_14
PERF005248,SUP0129,2021,4,2021-12-01,75.9,7.2,6.1,7.6,85.5,3.8,89.3,6.2,Enhance quality controls,Under Review,Assessor_03
PERF005249,SUP0129,2022,1,2022-03-01,75.7,7.5,7.2,6.9,78.4,8.5,91.4,7.5,Focus on delivery timelines,Under Review,Assessor_16
PERF005250,SUP0129,2022,2,2022-06-01,91.5,7.5,7.4,7.3,83.9,6.2,80.1,7.1,Focus on delivery timelines,Under Review,Assessor_16
PERF005251,SUP0129,2022,3,2022-09-01,86.2,7.6,6.1,6.8,89.4,6.1,92.4,6.7,Enhance quality controls,Under Review,Assessor_14
PERF005252,SUP0129,2022,4,2022-12-01,80.2,8.2,6.1,6.2,68.4,4.3,94.2,6.2,Enhance quality controls,Under Review,Assessor_09
PERF005253,SUP0129,2023,1,2023-03-01,89.9,7.5,7.0,7.2,64.2,6.0,76.9,7.0,Enhance quality controls,Under Review,Assessor_15
PERF005254,SUP0129,2023,2,2023-06-01,89.4,7.6,7.1,7.8,66.7,4.5,78.3,6.8,Enhance quality controls,Under Review,Assessor_13
PERF005255,SUP0129,2023,3,2023-09-01,83.1,7.7,6.7,6.6,74.6,4.5,77.3,6.4,Enhance quality controls,Under Review,Assessor_07
PERF005256,SUP0129,2023,4,2023-12-01,85.3,7.5,6.6,6.8,56.7,4.6,88.9,6.3,Enhance quality controls,Under Review,Assessor_19
PERF005257,SUP0129,2024,1,2024-03-01,85.2,8.2,6.5,7.6,65.0,4.5,95.2,6.7,Enhance quality controls,Under Review,Assessor_02
PERF005258,SUP0129,2024,2,2024-06-01,90.9,8.1,7.1,7.7,77.6,5.1,85.0,7.0,Enhance quality controls,Under Review,Assessor_18
PERF005259,SUP0129,2024,3,2024-09-01,88.0,7.9,6.6,6.3,86.1,5.6,77.4,6.6,Enhance quality controls,Under Review,Assessor_05
PERF005260,SUP0129,2024,4,2024-12-01,79.6,7.5,6.2,8.1,67.8,6.6,83.9,7.1,Focus on delivery timelines,Under Review,Assessor_06
PERF005261,SUP0129,2025,1,2025-03-01,83.8,7.4,6.3,6.0,78.8,3.1,82.7,5.7,Comprehensive improvement plan required,No,Assessor_19
PERF005262,SUP0129,2025,2,2025-06-01,78.8,6.9,6.6,8.1,88.4,4.2,79.2,6.4,Enhance quality controls,Under Review,Assessor_02
PERF005263,SUP0129,2025,3,2025-09-01,85.7,8.0,5.5,7.0,69.5,2.8,75.0,5.8,Comprehensive improvement plan required,No,Assessor_05
PERF005264,SUP0130,2010,1,2010-03-01,91.1,7.6,6.5,7.4,83.2,4.2,68.4,6.4,Enhance quality controls,Under Review,Assessor_19
PERF005265,SUP0130,2010,2,2010-06-01,95.0,7.4,7.3,7.5,75.5,5.7,96.7,7.0,Enhance quality controls,Under Review,Assessor_15
PERF005266,SUP0130,2010,3,2010-09-01,92.8,7.3,9.6,7.1,83.2,5.8,100.0,7.4,Focus on delivery timelines,Under Review,Assessor_15
PERF005267,SUP0130,2010,4,2010-12-01,86.9,7.2,7.3,7.4,70.3,5.2,100.0,6.7,Enhance quality controls,Under Review,Assessor_17
PERF005268,SUP0130,2011,1,2011-03-01,85.6,8.4,8.1,7.8,90.0,6.6,100.0,7.7,Focus on delivery timelines,Under Review,Assessor_04
PERF005269,SUP0130,2011,2,2011-06-01,90.1,7.7,7.6,7.9,79.3,6.1,89.6,7.3,Focus on delivery timelines,Under Review,Assessor_05
PERF005270,SUP0130,2011,3,2011-09-01,86.4,8.4,5.6,7.0,92.1,5.6,87.3,6.6,Enhance quality controls,Under Review,Assessor_08
PERF005271,SUP0130,2011,4,2011-12-01,88.7,7.4,8.6,6.1,72.7,7.6,84.6,7.4,Focus on delivery timelines,Under Review,Assessor_01
PERF005272,SUP0130,2012,1,2012-03-01,82.3,7.5,6.9,7.2,74.3,4.7,100.0,6.6,Enhance quality controls,Under Review,Assessor_19
PERF005273,SUP0130,2012,2,2012-06-01,88.7,7.1,7.6,8.5,74.3,7.0,83.1,7.5,Focus on delivery timelines,Under Review,Assessor_09
PERF005274,SUP0130,2012,3,2012-09-01,81.3,8.7,6.2,6.9,73.7,3.2,88.1,6.2,Enhance quality controls,Under Review,Assessor_13
PERF005275,SUP0130,2012,4,2012-12-01,93.1,6.9,7.4,8.3,85.3,5.6,85.8,7.0,Focus on delivery timelines,Under Review,Assessor_11
PERF005276,SUP0130,2013,1,2013-03-01,95.7,7.7,7.7,7.6,68.3,4.3,95.5,6.8,Enhance quality controls,Under Review,Assessor_03
PERF005277,SUP0130,2013,2,2013-06-01,93.8,7.5,7.3,7.6,76.8,6.4,100.0,7.2,Focus on delivery timelines,Under Review,Assessor_04
PERF005278,SUP0130,2013,3,2013-09-01,85.3,8.0,5.8,6.9,92.6,4.8,86.6,6.4,Enhance quality controls,Under Review,Assessor_19
PERF005279,SUP0130,2013,4,2013-12-01,85.4,8.3,7.4,7.9,73.0,6.6,75.0,7.5,Focus on delivery timelines,Under Review,Assessor_17
PERF005280,SUP0130,2014,1,2014-03-01,87.9,8.1,7.1,7.6,92.1,6.8,76.7,7.4,Focus on delivery timelines,Under Review,Assessor_13
PERF005281,SUP0130,2014,2,2014-06-01,97.2,8.3,6.7,6.9,93.2,3.9,93.0,6.4,Enhance quality controls,Under Review,Assessor_03
PERF005282,SUP0130,2014,3,2014-09-01,87.3,6.8,7.0,8.5,77.5,6.1,62.8,7.1,Focus on delivery timelines,Under Review,Assessor_09
PERF005283,SUP0130,2014,4,2014-12-01,92.6,8.0,8.2,6.7,74.9,4.3,62.4,6.8,Enhance quality controls,Under Review,Assessor_14
PERF005284,SUP0130,2015,1,2015-03-01,94.6,8.1,8.1,6.7,95.3,5.0,93.7,7.0,Enhance quality controls,Under Review,Assessor_18
PERF005285,SUP0130,2015,2,2015-06-01,96.6,8.3,7.1,7.9,98.2,7.4,82.6,7.6,Focus on delivery timelines,Under Review,Assessor_17
PERF005286,SUP0130,2015,3,2015-09-01,95.9,7.4,7.3,8.7,85.2,5.5,82.2,7.2,Focus on delivery timelines,Under Review,Assessor_17
PERF005287,SUP0130,2015,4,2015-12-01,93.4,8.0,7.1,8.2,90.0,5.1,95.9,7.1,Focus on delivery timelines,Under Review,Assessor_09
PERF005288,SUP0130,2016,1,2016-03-01,86.4,6.8,7.3,7.6,85.5,4.0,84.9,6.4,Enhance quality controls,Under Review,Assessor_16
PERF005289,SUP0130,2016,2,2016-06-01,95.7,7.7,5.2,7.8,69.5,4.3,78.4,6.2,Enhance quality controls,Under Review,Assessor_08
PERF005290,SUP0130,2016,3,2016-09-01,91.6,7.6,6.2,7.7,75.2,5.5,93.5,6.7,Enhance quality controls,Under Review,Assessor_04
PERF005291,SUP0130,2016,4,2016-12-01,91.2,8.7,8.0,7.4,85.5,3.7,94.9,6.9,Enhance quality controls,Under Review,Assessor_08
PERF005292,SUP0130,2017,1,2017-03-01,88.6,7.9,7.5,7.0,77.2,4.4,92.1,6.7,Enhance quality controls,Under Review,Assessor_01
PERF005293,SUP0130,2017,2,2017-06-01,100.0,8.9,6.9,7.6,79.3,4.3,81.7,6.9,Enhance quality controls,Under Review,Assessor_07
PERF005294,SUP0130,2017,3,2017-09-01,89.1,7.8,7.5,7.5,85.7,6.5,81.7,7.3,Focus on delivery timelines,Under Review,Assessor_01
PERF005295,SUP0130,2017,4,2017-12-01,98.8,8.8,7.8,8.1,79.9,6.7,82.7,7.8,Focus on delivery timelines,Under Review,Assessor_06
PERF005296,SUP0130,2018,1,2018-03-01,91.2,8.4,6.9,8.4,88.1,7.9,100.0,7.9,Focus on delivery timelines,Under Review,Assessor_13
PERF005297,SUP0130,2018,2,2018-06-01,89.5,8.2,6.1,7.8,82.0,3.3,78.9,6.3,Enhance quality controls,Under Review,Assessor_11
PERF005298,SUP0130,2018,3,2018-09-01,86.5,7.8,6.1,7.2,82.5,4.4,91.7,6.4,Enhance quality controls,Under Review,Assessor_02
PERF005299,SUP0130,2018,4,2018-12-01,87.2,9.1,8.3,8.2,99.0,6.9,93.7,8.1,Minor process improvements needed,Yes,Assessor_01
PERF005300,SUP0130,2019,1,2019-03-01,85.6,7.3,6.1,7.1,74.5,6.5,100.0,6.7,Enhance quality controls,Under Review,Assessor_07
PERF005301,SUP0130,2019,2,2019-06-01,90.7,8.4,7.1,8.2,84.6,3.4,100.0,6.8,Enhance quality controls,Under Review,Assessor_02
PERF005302,SUP0130,2019,3,2019-09-01,99.4,8.4,9.3,8.8,83.5,6.5,80.1,8.3,Minor process improvements needed,Yes,Assessor_08
PERF005303,SUP0130,2019,4,2019-12-01,99.6,7.7,7.2,7.0,68.7,8.5,100.0,7.6,Focus on delivery timelines,Under Review,Assessor_05
PERF005304,SUP0130,2020,1,2020-03-01,89.7,7.9,8.1,7.4,93.6,7.5,94.9,7.7,Focus on delivery timelines,Under Review,Assessor_11
PERF005305,SUP0130,2020,2,2020-06-01,92.2,9.0,5.8,8.1,87.7,6.7,84.2,7.4,Focus on delivery timelines,Under Review,Assessor_13
PERF005306,SUP0130,2020,3,2020-09-01,94.8,8.2,6.6,8.2,94.6,5.1,78.4,7.0,Focus on delivery timelines,Under Review,Assessor_15
PERF005307,SUP0130,2020,4,2020-12-01,88.3,7.9,7.5,8.1,84.6,6.7,89.3,7.5,Focus on delivery timelines,Under Review,Assessor_05
PERF005308,SUP0130,2021,1,2021-03-01,93.5,8.7,7.2,7.8,76.0,5.7,81.0,7.4,Focus on delivery timelines,Under Review,Assessor_17
PERF005309,SUP0130,2021,2,2021-06-01,93.7,7.9,6.9,8.3,87.4,7.0,86.9,7.5,Focus on delivery timelines,Under Review,Assessor_07
PERF005310,SUP0130,2021,3,2021-09-01,85.9,8.4,7.0,7.9,91.4,5.7,81.5,7.2,Focus on delivery timelines,Under Review,Assessor_17
PERF005311,SUP0130,2021,4,2021-12-01,97.4,8.1,6.8,7.1,84.7,6.8,92.4,7.2,Focus on delivery timelines,Under Review,Assessor_16
PERF005312,SUP0130,2022,1,2022-03-01,91.8,9.2,7.8,7.8,72.8,6.1,99.4,7.7,Focus on delivery timelines,Under Review,Assessor_01
PERF005313,SUP0130,2022,2,2022-06-01,88.7,8.6,7.4,7.3,100.0,6.8,91.9,7.5,Focus on delivery timelines,Under Review,Assessor_02
PERF005314,SUP0130,2022,3,2022-09-01,96.4,8.4,7.7,8.3,71.5,7.1,68.5,7.9,Focus on delivery timelines,Under Review,Assessor_17
PERF005315,SUP0130,2022,4,2022-12-01,94.2,7.9,6.5,7.7,67.3,6.8,82.2,7.2,Focus on delivery timelines,Under Review,Assessor_11
PERF005316,SUP0130,2023,1,2023-03-01,91.5,7.8,8.1,8.1,92.1,4.6,69.4,7.2,Focus on delivery timelines,Under Review,Assessor_08
PERF005317,SUP0130,2023,2,2023-06-01,93.2,8.5,6.5,6.8,92.2,7.2,100.0,7.2,Focus on delivery timelines,Under Review,Assessor_03
PERF005318,SUP0130,2023,3,2023-09-01,88.8,8.9,5.8,8.8,84.6,5.9,89.6,7.3,Focus on delivery timelines,Under Review,Assessor_02
PERF005319,SUP0130,2023,4,2023-12-01,80.6,8.2,7.6,8.0,82.8,3.6,100.0,6.8,Enhance quality controls,Under Review,Assessor_18
PERF005320,SUP0130,2024,1,2024-03-01,94.0,8.2,7.0,8.0,84.2,3.9,99.1,6.8,Enhance quality controls,Under Review,Assessor_11
PERF005321,SUP0130,2024,2,2024-06-01,99.0,8.8,6.5,7.2,76.6,6.5,85.4,7.3,Focus on delivery timelines,Under Review,Assessor_15
PERF005322,SUP0130,2024,3,2024-09-01,95.3,8.6,6.1,8.9,92.4,7.5,97.0,7.8,Focus on delivery timelines,Under Review,Assessor_01
PERF005323,SUP0130,2024,4,2024-12-01,93.5,8.7,6.2,7.2,77.1,5.3,92.3,6.8,Enhance quality controls,Under Review,Assessor_19
PERF005324,SUP0130,2025,1,2025-03-01,97.9,8.0,7.5,7.9,72.7,3.9,91.8,6.8,Enhance quality controls,Under Review,Assessor_18
PERF005325,SUP0130,2025,2,2025-06-01,100.0,9.2,7.0,8.5,85.8,4.6,74.4,7.3,Focus on delivery timelines,Under Review,Assessor_18
PERF005326,SUP0130,2025,3,2025-09-01,91.2,9.3,6.7,8.6,88.3,3.5,85.6,7.0,Focus on delivery timelines,Under Review,Assessor_06
PERF005327,SUP0131,2022,1,2022-03-01,100.0,10.0,7.9,10.0,96.0,5.8,88.6,8.4,Minor process improvements needed,Yes,Assessor_14
PERF005328,SUP0131,2022,2,2022-06-01,100.0,8.7,10.0,9.9,100.0,8.6,96.4,9.3,None - Excellent Performance,Yes,Assessor_04
PERF005329,SUP0131,2022,3,2022-09-01,100.0,9.0,10.0,8.8,100.0,7.3,94.7,8.8,Minor process improvements needed,Yes,Assessor_13
PERF005330,SUP0131,2022,4,2022-12-01,100.0,8.9,9.5,9.6,98.6,8.8,100.0,9.2,None - Excellent Performance,Yes,Assessor_06
PERF005331,SUP0131,2023,1,2023-03-01,100.0,9.6,9.4,9.5,100.0,7.9,88.3,9.1,None - Excellent Performance,Yes,Assessor_19
PERF005332,SUP0131,2023,2,2023-06-01,100.0,9.3,8.5,10.0,96.8,8.1,100.0,9.0,Minor process improvements needed,Yes,Assessor_02
PERF005333,SUP0131,2023,3,2023-09-01,100.0,9.2,8.5,9.1,100.0,8.0,80.3,8.7,Minor process improvements needed,Yes,Assessor_09
PERF005334,SUP0131,2023,4,2023-12-01,100.0,9.6,10.0,8.8,100.0,8.0,100.0,9.1,None - Excellent Performance,Yes,Assessor_17
PERF005335,SUP0131,2024,1,2024-03-01,100.0,9.9,9.5,9.1,100.0,7.5,100.0,9.0,None - Excellent Performance,Yes,Assessor_16
PERF005336,SUP0131,2024,2,2024-06-01,100.0,9.6,9.6,9.4,99.3,7.3,92.0,9.0,Minor process improvements needed,Yes,Assessor_07
PERF005337,SUP0131,2024,3,2024-09-01,100.0,9.6,9.3,9.2,100.0,7.9,83.8,9.0,Minor process improvements needed,Yes,Assessor_19
PERF005338,SUP0131,2024,4,2024-12-01,100.0,8.8,10.0,9.9,95.8,8.8,100.0,9.4,None - Excellent Performance,Yes,Assessor_01
PERF005339,SUP0131,2025,1,2025-03-01,100.0,9.5,10.0,9.9,100.0,7.8,96.9,9.3,None - Excellent Performance,Yes,Assessor_08
PERF005340,SUP0131,2025,2,2025-06-01,100.0,9.4,10.0,8.8,94.9,6.7,100.0,8.7,Minor process improvements needed,Yes,Assessor_10
PERF005341,SUP0131,2025,3,2025-09-01,100.0,9.2,9.4,10.0,96.9,7.8,96.6,9.1,None - Excellent Performance,Yes,Assessor_10
PERF005342,SUP0132,2016,1,2016-03-01,100.0,8.4,7.0,8.1,100.0,5.0,75.9,7.1,Focus on delivery timelines,Under Review,Assessor_08
PERF005343,SUP0132,2016,2,2016-06-01,100.0,8.9,9.8,9.0,95.8,8.8,100.0,9.1,None - Excellent Performance,Yes,Assessor_08
PERF005344,SUP0132,2016,3,2016-09-01,100.0,9.2,6.8,9.0,100.0,9.2,100.0,8.6,Minor process improvements needed,Yes,Assessor_05
PERF005345,SUP0132,2016,4,2016-12-01,95.9,8.6,9.8,9.0,100.0,5.9,97.7,8.3,Minor process improvements needed,Yes,Assessor_15
PERF005346,SUP0132,2017,1,2017-03-01,100.0,8.8,8.4,8.7,100.0,7.1,100.0,8.2,Minor process improvements needed,Yes,Assessor_15
PERF005347,SUP0132,2017,2,2017-06-01,100.0,8.6,8.7,9.0,79.6,6.1,100.0,8.1,Minor process improvements needed,Yes,Assessor_19
PERF005348,SUP0132,2017,3,2017-09-01,100.0,8.7,8.1,10.0,97.4,6.8,97.0,8.4,Minor process improvements needed,Yes,Assessor_13
PERF005349,SUP0132,2017,4,2017-12-01,100.0,8.5,9.9,8.6,93.5,7.5,90.8,8.6,Minor process improvements needed,Yes,Assessor_10
PERF005350,SUP0132,2018,1,2018-03-01,97.5,9.4,9.3,8.5,79.3,6.1,96.2,8.3,Minor process improvements needed,Yes,Assessor_13
PERF005351,SUP0132,2018,2,2018-06-01,100.0,9.3,8.3,8.7,86.1,6.5,78.2,8.2,Minor process improvements needed,Yes,Assessor_15
PERF005352,SUP0132,2018,3,2018-09-01,97.6,8.7,9.6,9.7,100.0,6.1,96.1,8.5,Minor process improvements needed,Yes,Assessor_02
